Timestamp,Weather,Events,Traffic Volume,hour,day_of_week,month,day_of_year,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,is_weekend,is_rush_hour,is_night,weather_Clear,weather_Cloudy,weather_Rain,weather_Snow,lag_1h,lag_2h,lag_24h,lag_168h,rolling_mean_3h,rolling_mean_6h,rolling_mean_24h,rolling_std_3h,traffic_trend
2023-01-08 00:00:00,Rain,0,944.0,0,6,1,8,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,1,0,0,1,0,824.0,900.0,1061.0,803.0,867.3333333333334,1018.5,998.3333333333334,39.106691669525794,1080.75
2023-01-08 01:00:00,Rain,0,1233.0,1,6,1,8,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,1,0,0,1,0,944.0,824.0,1048.0,861.0,889.3333333333334,1001.0,993.4583333333334,60.7069463351214,1091.202380952381
2023-01-08 02:00:00,Cloudy,0,1203.0,2,6,1,8,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,1,0,1,0,0,1233.0,944.0,628.0,582.0,1000.3333333333334,1023.6666666666666,1001.1666666666666,210.23875316728612,1094.267857142857
2023-01-08 03:00:00,Cloudy,0,709.0,3,6,1,8,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,1,0,1,0,0,1203.0,1233.0,979.0,236.0,1126.6666666666667,997.0,1025.125,158.90353467854254,1094.3333333333333
2023-01-08 04:00:00,Cloudy,0,1048.0,4,6,1,8,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,1,0,1,0,0,709.0,1203.0,706.0,569.0,1048.3333333333333,968.8333333333334,1013.875,294.25385865496304,1092.4464285714287
2023-01-08 05:00:00,Clear,0,647.0,5,6,1,8,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,1,1,0,0,0,1048.0,709.0,989.0,867.0,986.6666666666666,993.5,1028.125,252.64665707927966,1089.3511904761904
2023-01-08 06:00:00,Clear,0,708.0,6,6,1,8,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,647.0,1048.0,894.0,2981.0,801.3333333333334,964.0,1013.875,215.8572058869836,1088.547619047619
2023-01-08 07:00:00,Clear,0,970.0,7,6,1,8,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,0,1,0,0,0,708.0,647.0,883.0,806.0,801.0,924.6666666666666,1006.125,216.07174734333572,1086.8095238095239
2023-01-08 08:00:00,Cloudy,0,891.0,8,6,1,8,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,0,0,1,0,0,970.0,708.0,595.0,2981.0,775.0,880.8333333333334,1009.75,171.60710940984458,1089.1488095238096
2023-01-08 09:00:00,Clear,0,919.0,9,6,1,8,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,0,1,0,0,0,891.0,970.0,802.0,1062.0,856.3333333333334,828.8333333333334,1022.0833333333334,134.3961805012906,1090.0357142857142
2023-01-08 10:00:00,Clear,0,608.0,10,6,1,8,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,919.0,891.0,878.0,857.0,926.6666666666666,863.8333333333334,1026.9583333333333,40.0541300409244,1093.327380952381
2023-01-08 11:00:00,Clear,0,1016.0,11,6,1,8,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,608.0,919.0,603.0,587.0,806.0,790.5,1015.7083333333334,172.0435991253446,1093.1904761904761
2023-01-08 12:00:00,Cloudy,0,1253.0,12,6,1,8,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,0,0,1,0,0,1016.0,608.0,758.0,923.0,847.6666666666666,852.0,1032.9166666666667,213.14861794845282,1094.029761904762
2023-01-08 13:00:00,Clear,0,1328.0,13,6,1,8,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,1253.0,1016.0,2660.0,2953.0,959.0,942.8333333333334,1053.5416666666667,326.2560344269541,1093.607142857143
2023-01-08 14:00:00,Clear,0,542.0,14,6,1,8,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,1328.0,1253.0,772.0,643.0,1199.0,1002.5,998.0416666666666,162.85883457768327,1092.529761904762
2023-01-08 15:00:00,Clear,0,848.0,15,6,1,8,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,542.0,1328.0,929.0,1055.0,1041.0,944.3333333333334,988.4583333333334,433.7706767406041,1099.517857142857
2023-01-08 16:00:00,Clear,0,1036.0,16,6,1,8,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,848.0,542.0,1246.0,1312.0,906.0,932.5,985.0833333333334,396.1969207351339,1099.357142857143
2023-01-08 17:00:00,Clear,0,726.0,17,6,1,8,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,0,1,0,0,0,1036.0,848.0,1418.0,828.0,808.6666666666666,1003.8333333333334,976.3333333333334,249.33778962150046,1096.845238095238
2023-01-08 18:00:00,Clear,0,995.0,18,6,1,8,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,0,1,0,0,0,726.0,1036.0,1049.0,1059.0,870.0,955.5,947.5,156.16657773032654,1097.2619047619048
2023-01-08 19:00:00,Cloudy,0,1276.0,19,6,1,8,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,0,0,1,0,0,995.0,726.0,1097.0,1293.0,919.0,912.5,945.25,168.3953681073265,1093.8154761904761
2023-01-08 20:00:00,Clear,0,1097.0,20,6,1,8,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,1276.0,995.0,1363.0,930.0,999.0,903.8333333333334,952.7083333333334,275.0218173163754,1087.0119047619048
2023-01-08 21:00:00,Clear,1,2981.0,21,6,1,8,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,1097.0,1276.0,878.0,845.0,1122.6666666666667,996.3333333333334,941.625,142.2474370009343,1092.0595238095239
2023-01-08 22:00:00,Clear,0,1074.0,22,6,1,8,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,1,1,0,0,0,2981.0,1097.0,900.0,1829.0,1784.6666666666667,1351.8333333333333,1029.25,1039.913618207461,1100.797619047619
2023-01-08 23:00:00,Clear,0,754.0,23,6,1,8,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,1,1,0,0,0,1074.0,2981.0,824.0,900.0,1717.3333333333333,1358.1666666666667,1036.5,1094.4278566142827,1099.5059523809523
2023-01-09 00:00:00,Clear,0,993.0,0,0,1,9,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,0,754.0,1074.0,944.0,744.0,1603.0,1362.8333333333333,1033.5833333333333,1204.0610449640833,1096.0714285714287
2023-01-09 01:00:00,Cloudy,0,647.0,1,0,1,9,0.25881904510252074,0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0,0,993.0,754.0,1233.0,940.0,940.3333333333334,1362.5,1035.625,166.37407650633364,1100.8809523809523
2023-01-09 02:00:00,Clear,0,545.0,2,0,1,9,0.49999999999999994,0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,0,647.0,993.0,1203.0,756.0,798.0,1257.6666666666667,1011.2083333333334,177.14683175265205,1089.8333333333333
2023-01-09 03:00:00,Cloudy,0,1054.0,3,0,1,9,0.7071067811865476,0.7071067811865476,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0,0,545.0,647.0,709.0,800.0,728.3333333333334,1165.6666666666667,983.7916666666666,234.813401094009,1092.2083333333333
2023-01-09 04:00:00,Snow,0,511.0,4,0,1,9,0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,1,1054.0,545.0,1048.0,999.0,748.6666666666666,844.5,998.1666666666666,269.29970912226383,1082.875
2023-01-09 05:00:00,Clear,0,698.0,5,0,1,9,0.9659258262890683,0.25881904510252074,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,0,511.0,1054.0,647.0,952.0,703.3333333333334,750.6666666666666,975.7916666666666,304.1616894569992,1083.267857142857
2023-01-09 06:00:00,Clear,0,755.0,6,0,1,9,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,698.0,511.0,708.0,531.0,754.3333333333334,741.3333333333334,977.9166666666666,275.8483883102018,1083.8154761904761
2023-01-09 07:00:00,Clear,0,1207.0,7,0,1,9,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,755.0,698.0,970.0,1015.0,654.6666666666666,701.6666666666666,979.875,127.64142483275627,1082.732142857143
2023-01-09 08:00:00,Clear,0,1526.0,8,0,1,9,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,1207.0,755.0,891.0,1866.0,886.6666666666666,795.0,989.75,278.8769143068955,1083.9940476190477
2023-01-09 09:00:00,Cloudy,0,1014.0,9,0,1,9,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.49999999999999994,0.8660254037844387,0,1,0,0,1,0,0,1526.0,1207.0,919.0,1152.0,1162.6666666666667,958.5,1016.2083333333334,387.40719318739394,1082.267857142857
2023-01-09 10:00:00,Rain,0,1177.0,10,0,1,9,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,1,0,1014.0,1526.0,608.0,1330.0,1249.0,951.8333333333334,1020.1666666666666,258.57107340149474,1081.0535714285713
2023-01-09 11:00:00,Cloudy,0,1045.0,11,0,1,9,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,1,0,0,1177.0,1014.0,1016.0,1309.0,1239.0,1062.8333333333333,1043.875,261.5702582481449,1081.6130952380952
2023-01-09 12:00:00,Rain,0,1299.0,12,0,1,9,1.2246467991473532e-16,-1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,1,0,1045.0,1177.0,1253.0,922.0,1078.6666666666667,1120.6666666666667,1045.0833333333333,86.55826554024163,1082.2738095238096
2023-01-09 13:00:00,Rain,0,1436.0,13,0,1,9,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,1,0,1299.0,1045.0,1328.0,1523.0,1173.6666666666667,1211.3333333333333,1047.0,127.03280416228996,1084.7440476190477
2023-01-09 14:00:00,Cloudy,0,1401.0,14,0,1,9,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,1,0,0,1436.0,1299.0,542.0,1655.0,1260.0,1249.5,1051.5,198.39606850943682,1087.5119047619048
2023-01-09 15:00:00,Clear,0,1328.0,15,0,1,9,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,1401.0,1436.0,848.0,1292.0,1378.6666666666667,1228.6666666666667,1087.2916666666667,71.17818017717335,1085.4761904761904
